Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
AEP,"American Electric Power Company, Inc.",90.92,$45.13B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aep
AEPPL,"American Electric Power Company, Inc.",52.4,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aeppl
AEPPZ,"American Electric Power Company, Inc.",53.22,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aeppz
AFIN,"American Finance Trust, Inc.",5.9,$640.31M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/afin
AFINP,"American Finance Trust, Inc.",23.89,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/afinp
AMNB,"American National Bankshares, Inc.",23,$252.3M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/amnb
ANAT,"American National Group, Inc.",71.53,$1.92B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/anat
AOUT,"American Outdoor Brands, Inc.",14.88,$207.95M,n/a,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/aout
APEI,"American Public Education, Inc.",29.2,$432.07M,2007,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/apei
AREC,American Resources Corporation,1.36,$48.42M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/arec
AMRB,American River Bankshares,10.35,$61.46M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/amrb
AMSWA,"American Software, Inc.",15.67,$508.97M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/amswa
AMSC,American Superconductor Corporation,13.33,$368.1M,1991,Consumer Durables,Metal Fabrications,https://old.nasdaq.com/symbol/amsc
AVCT,"American Virtual Cloud Technologies, Inc. ",4.14,$81.29M,2017,Technology,EDP Services,https://old.nasdaq.com/symbol/avct
AVCTW,"American Virtual Cloud Technologies, Inc. ",0.3056,n/a,2017,Technology,EDP Services,https://old.nasdaq.com/symbol/avctw
AMWD,American Woodmark Corporation,91,$1.55B,1986,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/amwd
CRMT,"America&#39;s Car-Mart, Inc.",91.14,$623.59M,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/crmt
ABCB,Ameris Bancorp,29.41,$2.04B,1994,Finance,Major Banks,https://old.nasdaq.com/symbol/abcb
AMSF,"AMERISAFE, Inc.",61.1,$1.18B,2005,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/amsf
ASRV,AmeriServ Financial Inc.,2.76,$47.08M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/asrv
ASRVP,AmeriServ Financial Inc.,27.7927,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/asrvp
ATLO,Ames National Corporation,18.82,$171.69M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/atlo
AMST,Amesite Inc.,4.12,$83.73M,2020,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/amst
AMGN,Amgen Inc.,231.67,$134.87B,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/amgn
FOLD,"Amicus Therapeutics, Inc.",20.47,$5.3B,2007,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/fold
AMKR,"Amkor Technology, Inc.",12.705,$3.08B,1998,Technology,Semiconductors,https://old.nasdaq.com/symbol/amkr
AMPH,"Amphastar Pharmaceuticals, Inc.",19.2,$911.72M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amph
IBUY,Amplify ETF Trust Amplify Online Retail ETF,100.96,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ibuy
AMHC,Amplitude Healthcare Acquisition Corporation,9.85,$123.13M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/amhc
AMHCU,Amplitude Healthcare Acquisition Corporation,10.2,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/amhcu
AMHCW,Amplitude Healthcare Acquisition Corporation,1,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/amhcw
AMYT,Amryt Pharma plc,13.0165,$423.82M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amyt
ASYS,"Amtech Systems, Inc.",5.46,$76.7M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/asys
AMRS,"Amyris, Inc.",1.89,$386.94M,2010,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/amrs
ADI,"Analog Devices, Inc.",133.5,$49.34B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/adi
ANAB,"AnaptysBio, Inc.",28.9,$789.07M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anab
AVXL,Anavex Life Sciences Corp.,4.91,$295.54M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/avxl
ANCN,Anchiano Therapeutics Ltd.,1.23,$9.13M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ancn
ANDA,Andina Acquisition Corp. III,10.04,$96.3M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/anda
ANDAR,Andina Acquisition Corp. III,0.1701,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/andar
ANDAU,Andina Acquisition Corp. III,10.2,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/andau
ANDAW,Andina Acquisition Corp. III,0.14,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/andaw
ANGI,ANGI Homeservices Inc.,10.01,$4.96B,n/a,Consumer Services,Advertising,https://old.nasdaq.com/symbol/angi
ANGO,"AngioDynamics, Inc.",11.39,$432.29M,2004,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ango
ANIP,"ANI Pharmaceuticals, Inc.",23.69,$291.74M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anip
ANIK,Anika Therapeutics Inc.,32.59,$463.02M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/anik
ANIX,"Anixa Biosciences, Inc.",2.04,$48.53M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anix
ANNX,"Annexon, Inc.",23.41,$893.05M,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/annx
ANPC,"AnPac Bio-Medical Science Co., Ltd.",3.795,$42.51M,2020,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/anpc
ANSS,"ANSYS, Inc.",336.8,$28.89B,1996,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/anss
ATRS,"Antares Pharma, Inc.",2.85,$473.37M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atrs
AEHL,Antelope Enterprise Holdings Limited,2.12,$6.47M,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/aehl
ATEX,Anterix Inc.,32.25,$557.81M,2015,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atex
APA,Apache Corporation,8.535,$3.22B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/apa
APLS,"Apellis Pharmaceuticals, Inc.",36.01,$2.73B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apls
APXT,Apex Technology Acquisition Corporation,10.15,$452.28M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/apxt
APXTU,Apex Technology Acquisition Corporation,11.24,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/apxtu
APXTW,Apex Technology Acquisition Corporation,1.46,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/apxtw
APHA,Aphria Inc.,5.5,$1.59B,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/apha
APOG,"Apogee Enterprises, Inc.",24.1,$635.9M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/apog
APEN,"Apollo Endosurgery, Inc.",2.05,$48.54M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/apen
AINV,Apollo Investment Corporation,8.57,$559.27M,2004,n/a,n/a,https://old.nasdaq.com/symbol/ainv
AMEH,"Apollo Medical Holdings, Inc.",17.19,$619.49M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/ameh
APPF,"AppFolio, Inc.",163.87,$5.62B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/appf
APPN,Appian Corporation,90.58,$6.33B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/appn
AAPL,Apple Inc.,118.69,$2057.77B,1980,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/aapl
APDN,"Applied DNA Sciences, Inc.",7.19,$39.26M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/apdn
AGTC,Applied Genetic Technologies Corporation,5.27,$136.31M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/agtc
AMAT,"Applied Materials, Inc.",70.53,$64.41B,1972,Technology,Semiconductors,https://old.nasdaq.com/symbol/amat
AMTI,Applied Molecular Transport Inc.,29.69,$1.03B,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amti
AAOI,"Applied Optoelectronics, Inc.",7.69,$175.13M,2013,Technology,Semiconductors,https://old.nasdaq.com/symbol/aaoi
APLT,"Applied Therapeutics, Inc.",16.5,$370.18M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aplt
AUVI,"Applied UV, Inc.",6.31,$41.29M,2020,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/auvi
APRE,"Aprea Therapeutics, Inc.",20.4,$432.21M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apre
APVO,Aptevo Therapeutics Inc.,23.7,$76.62M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apvo
APTX,Aptinyx Inc.,3.01,$189.82M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aptx
APM,Aptorum Group Limited,2.03,$69.04M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apm
APTO,"Aptose Biosciences, Inc.",4.505,$394.11M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/apto
APYX,Apyx Medical Corporation,5.98,$204.61M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/apyx
AQMS,"Aqua Metals, Inc.",0.9007,$55.1M,2015,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/aqms
AQB,"AquaBounty Technologies, Inc.",3.96,$177.87M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aqb
AQST,"Aquestive Therapeutics, Inc.",5.63,$189.28M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aqst
ARAV,"Aravive, Inc.",4.36,$70.1M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arav
ABUS,Arbutus Biopharma Corporation,2.79,$234.56M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abus
ABIO,"ARCA biopharma, Inc.",3.95,$36.82M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/abio
RKDA,"Arcadia Biosciences, Inc.",3.23,$34.56M,2015,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/rkda
ARCB,ArcBest Corporation,33.31,$847.57M,n/a,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/arcb
ACGL,Arch Capital Group Ltd.,31.55,$12.81B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acgl
ACGLO,Arch Capital Group Ltd.,26.31,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acglo
ACGLP,Arch Capital Group Ltd.,25.61,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acglp
FUV,"Arcimoto, Inc.",6.09,$191.92M,2017,Consumer Non-Durables,Motor Vehicles,https://old.nasdaq.com/symbol/fuv
ACTCU,ArcLight Clean Transition Corp.,9.95,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/actcu
ARCE,Arco Platform Limited,37.81,$2.18B,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/arce
ARCT,Arcturus Therapeutics Holdings Inc.,63.36,$1.55B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arct
ARQT,"Arcutis Biotherapeutics, Inc.",18.25,$795.5M,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arqt
ARDX,"Ardelyx, Inc.",5.36,$477.79M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ardx
ARNA,"Arena Pharmaceuticals, Inc.",86.64,$4.99B,2000,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arna
ARCC,Ares Capital Corporation,14.65,$6.19B,2004,n/a,n/a,https://old.nasdaq.com/symbol/arcc
ARGX,argenx SE,272.66,$12.84B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/argx
ARDS,Aridis Pharmaceuticals Inc.,6.8,$60.68M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ards
ARKR,Ark Restaurants Corp.,9.78,$34.25M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/arkr
ARRY,"Array Technologies, Inc.",44.81,$5.69B,2020,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/arry
DWCR,Arrow DWA Country Rotation ETF,27.3042,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwcr
DWAT,Arrow DWA Tactical ETF,11.565,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwat
AROW,Arrow Financial Corporation,26.56,$411.4M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/arow
ARWR,"Arrowhead Pharmaceuticals, Inc.",66.45,$6.8B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arwr
ARTL,"Artelo Biosciences, Inc.",0.5612,$8.48M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/artl
ARTLW,"Artelo Biosciences, Inc.",0.0671,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/artlw
ARTNA,Artesian Resources Corporation,35.65,$332.83M,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/artna
AACQ,Artius Acquisition Inc.,9.72,$880.27M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/aacq
AACQU,Artius Acquisition Inc.,10.04,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/aacqu
AACQW,Artius Acquisition Inc.,1.1677,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/aacqw
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.22,$9.84M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/artw
ARVN,"Arvinas, Inc.",21.96,$861.66M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arvn
ARYA,ARYA Sciences Acquisition Corp III,10.5,$201.46M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/arya
ASND,Ascendis Pharma A/S,168.98,$9.03B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asnd
APWC,Asia Pacific Wire ,1.37,$18.93M,n/a,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/apwc
ASLN,ASLAN Pharmaceuticals Limited,1.54,$58.51M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asln
ASML,ASML Holding N.V.,406.24,$169.97B,1995,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/asml
ASPU,Aspen Group Inc.,10.8,$242.96M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/aspu
AZPN,"Aspen Technology, Inc.",116.16,$7.87B,1994,Technology,EDP Services,https://old.nasdaq.com/symbol/azpn
AWH,Aspira Women&#39;s Health Inc.,4.41,$458.75M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/awh
ASMB,"Assembly Biosciences, Inc.",4.87,$160M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asmb
ASRT,"Assertio Holdings, Inc.",0.48,$51.42M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asrt
ASTE,"Astec Industries, Inc.",50.3,$1.14B,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/aste
AZN,Astrazeneca PLC,55.52,$145.72B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/azn
ATRO,Astronics Corporation,6.79,$209.14M,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/atro
ALOT,"AstroNova, Inc.",8.321,$59.65M,1983,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/alot
ASTC,Astrotech Corporation,1.74,$32.29M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,6.99,$110.8M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/asur
AACG,ATA Creativity Global,1.155,$36.66M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/aacg
ATRA,"Atara Biotherapeutics, Inc.",13.45,$999.44M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/atra
AVIR,"Atea Pharmaceuticals, Inc.",34.17,$2.76B,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/avir
ATNX,"Athenex, Inc.",11.58,$1.08B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atnx
ATHX,"Athersys, Inc.",1.76,$347.43M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/athx
ATHA,"Athira Pharma, Inc.",22.22,$684.81M,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/atha
ATIF,ATIF Holdings Limited,0.67,$31.5M,2019,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/atif
AAME,Atlantic American Corporation,2.15,$43.98M,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/aame
ACBI,"Atlantic Capital Bancshares, Inc.",13.86,$293.87M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/acbi
AUB,Atlantic Union Bankshares Corporation,24.87,$1.96B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/aub
AUBAP,Atlantic Union Bankshares Corporation,26.89,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/aubap
AY,Atlantica Sustainable Infrastructure plc,33.25,$3.38B,2014,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ay
ATLC,Atlanticus Holdings Corporation,13.43,$214.84M,1995,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,60.6,$1.58B,n/a,Transportation,Transportation Services,https://old.nasdaq.com/symbol/aaww
ATCX,"Atlas Technical Consultants, Inc.",6.78,$39.28M,2019,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/atcx
ATCXW,"Atlas Technical Consultants, Inc.",1.08,n/a,2019,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/atcxw
TEAM,Atlassian Corporation Plc,198.18,$49.39B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/team
ATNI,"ATN International, Inc.",46.93,$749.4M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atni
ATOM,Atomera Incorporated,8.97,$188.11M,2016,Technology,Semiconductors,https://old.nasdaq.com/symbol/atom
ATOS,"Atossa Therapeutics, Inc.",1.56,$16.22M,2012,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atos
BCEL,"Atreca, Inc.",13.03,$469.46M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bcel
ATRC,"AtriCure, Inc.",36.71,$1.65B,2005,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,602.1,$1.1B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atri
LIFE,"aTyr Pharma, Inc.",3.17,$31.72M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/life
AUBN,"Auburn National Bancorporation, Inc.",37.32,$133.09M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/aubn
AUUD,Auddia Inc.,n/a,n/a,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/auud
AUUDW,Auddia Inc.,n/a,n/a,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/auudw
AUDC,AudioCodes Ltd.,28.86,$943.29M,1999,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/audc
AEYE,"AudioEye, Inc.",20.57,$199.78M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/aeye
AUPH,Aurinia Pharmaceuticals Inc,13.77,$1.74B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/auph
EARS,Auris Medical Holding Ltd.,0.8245,$5.85M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ears
JG,Aurora Mobile Limited,1.87,$216.4M,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/jg
ADSK,"Autodesk, Inc.",259.41,$56.88B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/adsk
AUTL,Autolus Therapeutics plc,10.95,$572.14M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/autl
ADP,"Automatic Data Processing, Inc.",166.23,$71.28B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/adp
AUTO,"AutoWeb, Inc.",2.32,$30.5M,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/auto
